,price,total_square,rooms,floor
60962,7300000,42,2,1
60963,13900000,28,1,13
60964,8500000,39,1,18
60965,8733312,34,1,21
60966,12783105,32,1,16
60967,17530000,47,2,3
60968,8800000,31,1,8
60969,12500000,52,2,10
60970,23500000,68,2,2
60971,16973000,88,3,7
60972,18069100,58,2,17
60973,20777400,67,2,7
60974,28080700,104,3,16
60975,8000000,44,1,18
60976,12900000,54,2,2
60977,9311040,24,1,26
60978,11350000,37,2,2
60979,5684800,28,1,1
60980,19521388,78,4,6
60981,9000000,56,2,6
60982,15700000,47,2,5
60983,11050000,38,1,20
60984,11350000,47,2,3
60985,15914580,41,1,21
60986,35000000,56,2,3
60987,11890000,58,3,8
60988,19999999,48,2,17
60989,22650000,36,2,3
60990,28000000,84,3,19
60991,17344947,59,2,7
60992,4750000,30,1,2
60993,7300000,53,2,6
60994,9139200,25,1,22
60995,6117450,24,1,3
60996,19854111,76,3,10
60997,7200000,60,2,14
60998,22700000,47,1,3
60999,15593719,74,3,8
61000,10900000,32,1,2
61001,22500000,90,3,18
61002,10329379,61,2,1
61003,17900000,56,2,13
61004,8800000,53,1,21
61005,22300000,97,4,2
61006,27000000,122,2,2
61007,15979013,63,2,18
61008,15500000,61,2,7
61009,12600000,44,2,3
61010,14372940,42,1,20
61011,16500000,37,1,29
61012,22900000,56,2,18
61013,16183800,49,2,18
61014,28950000,95,3,11
61015,14800000,64,3,2
61016,16900000,92,3,7
61017,9831110,43,1,2
61018,12000000,64,2,7
61019,14500000,43,2,10
61020,12604000,68,2,5
61021,14100468,62,3,2
61022,36990000,82,4,9
61023,5760947,34,1,19
61024,9500000,64,2,14
61025,6000000,34,1,16
61026,7200000,45,1,13
61027,24295000,68,2,2
61028,10750000,43,1,18
61029,13300000,57,3,5
61030,12940000,67,2,9
61031,16250000,80,3,1
61032,20900000,111,3,15
61033,9990000,60,3,1
61034,15000000,59,2,5
61035,18340000,38,1,4
61036,9863816,23,1,24
61037,9620262,36,1,28
61038,5500000,45,1,18
61039,18933504,89,3,24
61040,14500000,48,1,6
61041,27000000,72,3,21
61042,12000000,38,2,1
61043,21400000,80,3,9
61044,7700000,38,1,3
61045,27339196,98,3,6
61046,13446000,62,2,8
61047,34296500,119,3,13
61048,4390000,25,1,1
61049,8400000,38,1,10
61050,12836995,38,2,7
61051,5800000,30,1,6
61052,13225602,49,2,26
61053,5999999,37,1,7
61054,9400000,37,1,15
61055,13313915,79,3,8
61056,19658230,68,3,3
61057,19960000,51,2,2
61058,12760000,55,2,10
61059,13499000,38,1,10
61060,13170500,35,1,19
61061,8000000,35,1,4
61062,14496500,36,1,10
61063,8799999,37,1,10
61064,10250000,47,2,3
61065,20821392,43,2,29
61066,25990000,109,4,6
61067,14900000,87,3,17
61068,13160186,37,1,29
61069,33631878,102,3,4
61070,5590000,37,1,7
61071,9950000,48,1,4
61072,7600000,40,1,10
61073,22700000,64,3,1
61074,20169500,37,1,17
61075,7451629,38,1,11
61076,16250000,60,2,6
61077,12000000,46,2,6
61078,14500000,50,2,6
61079,12500000,59,2,4
61080,19570856,64,2,9
61081,13800000,50,2,8
61082,14455000,41,1,18
61083,9301353,24,1,18
61084,23000000,118,5,7
61085,8299000,52,2,4
61086,25999000,77,3,19
61087,9200000,52,3,3
61088,8990000,30,1,5
61089,15500000,87,3,21
61090,18500000,66,3,8
61091,17588284,62,3,9
61092,10873260,26,1,19
61093,23829124,62,2,8
61094,6200000,34,1,11
61095,11269338,37,1,3
61096,9250000,44,1,12
61097,16433061,42,1,17
61098,14264665,57,2,2
61099,28000000,60,2,10
61100,11000000,31,1,9
61101,28990000,83,3,18
61102,18300000,96,4,1
61103,12500000,52,2,3
61104,12500000,47,2,4
61105,12998000,45,2,10
61106,14200000,31,1,1
61107,8900000,37,2,10
61108,12000000,52,2,3
61109,18299000,64,3,4
61110,20000000,80,3,5
61111,13109444,37,2,15
61112,15299000,65,3,5
61113,25900000,72,2,6
61114,14516492,66,3,25
61115,13500000,65,4,2
61116,15332313,56,2,21
61117,17000000,40,2,8
61118,12950000,85,3,1
61119,10500000,54,2,11
61120,12650000,51,2,14
61121,6500000,41,1,4
61122,18000000,37,2,9
61123,10590000,30,1,2
61124,13400000,44,2,2
61125,15110500,64,2,14
61126,6500000,34,1,2
61127,10091715,24,1,16
61128,9150000,29,1,3
61129,15499000,74,3,1
61130,21338240,70,3,13
61131,22856600,59,2,2
61132,16891315,37,1,6
61133,12450000,54,3,1
61134,16300000,54,2,7
61135,30384875,84,3,2
61136,10600000,54,2,4
61137,19900000,47,2,9
61138,30000000,50,2,18
61139,21730680,70,3,19
61140,8412558,33,1,15
61141,12000000,38,1,14
61142,10200000,60,2,11
61143,14170387,66,2,17
61144,12500000,36,1,12
61145,24900000,75,3,4
61146,23800000,80,3,22
61147,20491094,50,1,2
61148,18200000,102,3,19
61149,33595326,65,2,4
61150,7900000,61,2,8
61151,42700000,81,3,10
61152,17950000,37,2,3
61153,20820000,39,1,9
61154,10800000,37,2,3
61155,10500000,50,2,6
61156,14500000,63,3,3
61157,14286402,43,1,9
61158,5300000,32,1,2
61159,5900000,35,1,8
61160,13739271,49,2,14
61161,31326528,85,3,12
61162,20500000,73,3,5
61163,16000000,27,1,3
61164,10500000,59,3,8
61165,12500000,60,2,10
61166,12500000,51,2,7
61167,13937870,58,3,19
61168,7850000,43,1,7
61169,30000000,97,3,6
61170,34471904,62,2,11
61171,16500000,71,2,5
61172,24000000,35,1,1
61173,12000000,43,2,5
61174,22141560,60,2,3
61175,19801064,99,4,12
61176,9350000,33,1,2
61177,9550000,46,1,8
61178,11200000,45,1,8
61179,8900000,63,3,1
61180,5000000,40,2,2
61181,15927300,46,2,23
61182,8990000,59,3,2
61183,12099000,88,3,8
61184,16904190,47,2,8
61185,9950000,47,2,25
61186,19345000,58,2,8
61187,15000000,70,3,16
61188,18490000,77,3,4
61189,18500000,79,3,4
61190,13550000,63,2,16
61191,6250000,34,1,6
61192,33500000,96,3,2
61193,12000000,40,2,5
61194,12150000,55,3,5
61195,9500000,39,1,21
61196,41104800,69,3,2
61197,10200000,43,1,14
61198,14200000,73,3,10
61199,17950000,56,3,5
61200,17045471,44,2,23
61201,14200000,80,3,2
61202,11393296,40,1,9
61203,14396317,62,3,10
61204,18675540,97,3,24
61205,14200000,38,2,1
61206,10620000,41,1,21
61207,12900000,65,2,3
61208,21500000,44,1,24
61209,12400000,45,2,6
61210,33232440,65,2,20
61211,46900000,102,4,6
61212,30191428,88,3,17
61213,9300000,62,2,2
61214,14000000,61,2,9
61215,11024252,47,2,10
61216,37700000,90,2,28
61217,8260000,55,2,5
61218,11256132,40,2,11
61219,9800000,44,2,1
61220,13392500,48,2,1
61221,32929924,85,3,14
61222,13200000,47,2,2
61223,29990000,53,2,13
61224,41000000,88,4,4
61225,17000000,51,2,5
61226,27900000,105,3,5
61227,17500000,72,2,11
61228,16450895,54,3,12
61229,28800000,51,2,2
61230,34983450,86,4,27
61231,31678000,71,3,2
61232,20500000,83,2,6
61233,8200000,33,1,1
61234,21000000,83,3,12
61235,13000000,54,2,13
61236,13999000,28,1,16
61237,15503000,41,1,19
61238,6500000,46,2,2
61239,8100000,36,2,14
61240,16900000,40,1,8
61241,19900000,73,2,2
61242,13500000,56,2,18
61243,13900000,32,1,3
61244,9600000,34,1,24
61245,12800000,57,3,9
61246,6000000,44,2,4
61247,20500000,50,1,3
61248,15150000,65,2,19
61249,6150000,38,1,11
61250,12380000,58,2,4
61251,8600000,46,2,5
61252,45000000,110,2,28
61253,16500000,60,2,3
61254,5700000,40,2,8
61255,5300000,31,1,2
61256,16200000,54,2,2
61257,9500000,40,1,15
61258,18200000,62,2,5
61259,8200000,54,2,4
61260,17197550,52,2,2
61261,23388040,83,4,25
61262,33229020,73,2,21
61263,11999000,39,2,9
61264,10600000,54,2,7
61265,9280000,40,1,19
61266,9600000,68,3,1
61267,10200000,80,3,16
61268,8350000,67,3,1
61269,20700000,75,3,3
61270,14500000,58,3,5
61271,6600000,36,1,6
61272,14250000,59,3,7
61273,9179138,30,1,10
61274,13000000,68,3,1
61275,9900000,37,1,14
61276,26049222,65,2,17
61277,19000000,91,3,17
61278,16400000,37,1,6
61279,8650000,39,1,7
61280,33139596,108,4,14
61281,9650000,37,1,2
61282,13800000,41,2,1
61283,10300000,55,2,16
61284,16750000,64,3,6
61285,11021500,32,1,24
61286,15750000,59,3,2
61287,6500000,37,1,4
61288,12500000,34,1,2
61289,12513600,39,1,5
61290,20850000,61,3,3
61291,27000000,65,2,1
61292,26586240,45,1,22
61293,6800000,35,1,12
61294,17960182,38,2,7
61295,5738720,27,1,10
61296,10700000,45,2,6
61297,12500000,51,2,6
61298,10300000,43,2,3
61299,11840340,46,2,24
61300,6100000,31,1,4
61301,22000000,90,4,8
61302,26000000,59,1,23
61303,21385000,47,2,6
61304,23733097,66,2,9
61305,15800000,78,2,1
61306,9639660,38,1,15
61307,38000000,55,1,2
61308,20900000,35,1,12
61309,12990000,39,1,14
61310,7300000,36,1,3
61311,46500000,119,3,19
61312,12300000,51,2,9
61313,18500000,62,4,2
61314,15000000,54,2,7
61315,7893359,23,1,3
61316,9709484,36,1,4
61317,21350000,75,3,1
61318,16837120,50,1,11
61319,10900000,65,3,6
61320,33045872,77,4,7
61321,16499999,70,2,7
61322,14000000,65,2,25
61323,18000000,96,4,8
61324,17109764,83,4,10
61325,10450000,57,2,5
61326,24500000,42,1,2
61327,8400000,55,2,13
61328,29888566,78,3,4
61329,10300000,34,1,1
61330,14200000,34,1,2
61331,18118900,88,3,7
61332,10600000,56,2,4
61333,26000000,58,2,11
61334,16600000,52,2,9
61335,17000000,50,2,15
61336,12800000,53,2,3
61337,12300000,40,1,9
61338,7400000,25,1,12
61339,10999000,48,2,9
61340,44082052,82,2,9
61341,6700000,36,1,8
61342,42640000,104,3,21
61343,24500000,77,3,24
61344,17600000,73,3,7
61345,6500000,45,1,13
61346,6300000,39,1,9
61347,7345587,33,2,8
61348,11700000,40,1,3
61349,7047413,35,1,8
61350,6400000,35,1,4
61351,14500000,43,1,9
61352,6400000,35,1,4
61353,16296414,65,2,24
61354,12300000,47,2,2
61355,8350000,34,1,9
61356,14276180,62,3,11
61357,7095060,18,1,22
61358,19000000,78,2,4
61359,17683761,37,2,21
61360,30800000,51,1,2
61361,15400000,46,2,3
61362,14934794,51,2,7
61363,9780000,36,1,14
61364,8700000,37,1,3
61365,17000000,74,3,10
61366,21500000,55,2,4
61367,13500000,40,1,5
61368,23900000,91,3,25
61369,5490000,30,1,1
61370,26000000,40,1,9
61371,7800000,54,2,3
61372,26645382,83,3,13
61373,12990000,39,1,4
61374,28800000,102,3,8
61375,16990000,40,1,4
61376,15317200,51,1,4
61377,25300000,76,3,2
61378,9900000,33,1,3
61379,13800000,80,2,4
61380,6500000,32,1,1
61381,7700000,38,1,25
61382,25000000,81,4,10
61383,13200000,50,2,1
61384,11500000,73,3,10
61385,9890000,42,1,13
61386,22600000,60,2,15
61387,14623653,61,3,23
61388,29900000,70,3,5
61389,6400000,38,1,3
61390,17700000,41,1,21
61391,7748528,30,1,8
61392,21000000,97,4,4
61393,40189241,66,2,11
61394,24194620,70,2,19
61395,13445064,41,1,16
61396,12000000,34,1,14
61397,17500000,77,2,1
61398,8490000,47,2,4
61399,7990000,48,2,16
61400,20300000,56,3,8
61401,8500000,37,1,3
61402,7602617,36,2,7
61403,7000000,36,1,2
61404,11900000,77,3,1
61405,6320320,43,2,10
61406,19800000,40,1,5
61407,19000000,90,4,2
61408,12500000,75,3,17
61409,15054038,44,1,22
61410,17809092,38,1,10
61411,6500000,31,1,5
61412,10550000,65,2,9
61413,24499999,47,2,9
61414,13412976,50,2,21
61415,12500000,38,2,10
61416,9150515,37,1,13
61417,19617196,46,1,4
61418,5939704,42,2,5
61419,14000000,84,3,8
61420,22000000,85,3,13
61421,19783908,85,3,9
61422,8700000,39,1,2
61423,8999000,20,1,2
61424,14350000,50,2,8
61425,8350000,50,2,1
61426,12300000,37,1,16
61427,16834896,60,2,7
61428,9700000,41,2,4
61429,25000000,100,4,6
61430,12100000,61,2,5
61431,10000000,39,1,2
61432,6500000,36,2,16
61433,7061481,24,1,13
61434,28890000,61,2,4
61435,14000000,71,2,9
61436,19000000,52,2,27
61437,8550000,57,2,3
61438,21500000,83,3,8
61439,8100000,35,1,10
61440,17450000,36,1,12
61441,6090000,41,1,9
61442,7781801,40,1,1
61443,6195000,31,1,7
61444,31892520,41,1,5
61445,25700000,76,3,21
61446,11500000,51,2,12
61447,9500000,35,1,5
61448,7999000,35,1,4
61449,26100000,57,2,4
61450,12990000,38,1,12
61451,20599000,62,2,9
61452,11380000,37,1,2
61453,6600000,35,1,11
61454,9700000,43,2,2
61455,25000000,70,1,5
61456,7700000,29,1,3
61457,3838376,22,1,2
61458,11100000,62,2,2
61459,13500000,41,1,8
61460,23900000,58,2,21
61461,12300000,66,2,3
61462,33700000,101,4,14
61463,8100000,40,2,13
61464,21601343,42,1,9
61465,16300000,40,1,2
61466,15900000,64,2,14
61467,14490000,42,2,1
61468,31978048,69,3,23
61469,31950000,125,4,11
61470,11826000,54,2,13
61471,6641913,24,1,11
61472,20500000,90,2,16
61473,13850000,76,3,15
61474,13955000,66,2,5
61475,19990000,64,3,9
61476,17291820,54,2,23
61477,17500000,33,1,9
61478,4600000,29,1,18
61479,8600000,56,2,7
61480,10692200,55,2,11
61481,17500000,62,2,14
61482,14492417,62,4,6
61483,16000000,60,3,6
61484,7992067,29,1,18
61485,10926506,35,1,16
61486,16800000,57,2,6
61487,27300000,84,3,12
61488,8700000,64,2,14
61489,7200000,31,1,7
61490,7000000,39,1,2
61491,18500000,80,3,14
61492,33003400,70,3,3
61493,17650000,62,2,15
61494,7019049,29,1,13
61495,10200000,31,1,2
61496,25000000,56,2,17
61497,8900000,50,1,12
61498,24100000,98,2,21
61499,32500000,57,2,9
61500,5500000,26,1,2
61501,17000000,57,2,9
61502,25000000,80,3,5
61503,16700000,74,3,4
61504,16700000,78,3,12
61505,11400000,71,3,1
61506,6600261,54,2,6
61507,7360000,58,2,10
61508,44000000,61,2,3
61509,18500000,78,3,1
61510,14012718,60,3,6
61511,35500000,87,3,3
61512,5400000,41,1,2
61513,24178070,68,2,9
61514,8700000,64,2,9
61515,6700000,41,1,3
61516,23800000,95,3,14
61517,10700000,79,3,5
61518,10500000,31,1,6
61519,17051580,40,1,5
61520,7300000,32,1,5
61521,29950000,100,4,18
61522,40417636,65,2,18
61523,25027200,47,1,12
61524,15990000,72,3,6
61525,13500000,44,2,5
61526,12700000,43,1,9
61527,14700000,51,2,8
61528,24000000,64,3,3
61529,40000000,93,4,6
61530,13792955,81,3,16
61531,23500000,56,2,17
61532,16999999,95,3,20
61533,16500000,56,3,4
61534,28000000,61,2,2
61535,9500000,63,3,22
61536,10650000,52,2,13
61537,21000000,60,3,9
61538,17500000,40,2,8
61539,6200000,45,2,4
61540,12500000,31,1,5
61541,6000000,38,1,3
61542,18076919,43,1,7
61543,8000000,34,1,7
61544,45000000,114,3,8
61545,21828898,71,2,21
61546,31500000,85,3,5
61547,7800000,24,1,7
61548,15600000,74,3,14
61549,5199000,34,1,8
61550,13517624,54,2,14
61551,19333600,57,2,21
61552,16200000,35,1,19
61553,12804400,37,2,3
61554,11700000,74,3,7
61555,24900000,56,2,3
61556,23000000,84,2,4
61557,21608710,40,2,12
61558,27870000,77,2,11
61559,45450000,66,2,12
61560,22200000,71,3,3
61561,19600000,83,3,6
61562,6455000,40,1,17
61563,34000000,82,3,2
61564,14200000,79,3,7
61565,38050284,63,2,10
61566,15339536,78,3,21
61567,19800000,94,3,4
61568,27000000,87,3,1
61569,14700000,59,2,14
61570,8500000,28,1,9
61571,7794452,61,3,14
61572,25460553,68,3,20
61573,7257592,20,1,20
61574,12800000,47,2,8
61575,8450000,37,1,12
61576,22100000,52,2,5
61577,12500000,52,2,2
61578,12899000,36,1,17
61579,6499999,42,1,6
61580,13463520,34,1,2
61581,10272262,59,3,4
61582,36733360,60,1,11
61583,34922000,77,3,11
61584,5200000,31,1,5
61585,21500000,54,2,11
61586,19549495,50,1,22
61587,11200000,33,1,9
61588,8500000,52,2,6
61589,6990000,40,1,5
61590,9521836,24,1,25
61591,15000000,43,2,1
61592,16450000,64,2,2
61593,20371050,67,3,7
61594,13159710,65,2,25
61595,12500000,38,2,4
61596,22751910,94,3,14
61597,11200000,51,1,20
61598,11500000,43,2,7
61599,25168300,64,2,3
61600,34850000,60,2,2
61601,25500000,58,2,6
61602,17799052,70,3,10
61603,6300000,44,2,6
61604,25128180,66,2,20
61605,6990000,36,1,8
61606,13900000,52,3,5
61607,10700000,78,3,4
61608,17259871,39,1,13
61609,10650000,75,3,2
61610,14824560,65,2,11
61611,35218200,79,2,15
61612,14199000,58,2,9
61613,35472480,77,2,13
61614,7750000,36,1,12
61615,5700000,35,1,7
61616,34000000,106,4,15
61617,24000000,87,3,19
61618,20800000,76,3,15
61619,12499298,56,2,8
61620,11034765,27,1,15
61621,33373340,100,4,2
61622,8684860,34,1,21
61623,13368567,26,1,2
61624,13999000,63,2,6
61625,11300000,32,1,4
61626,12700000,62,2,1
61627,14500000,54,2,2
61628,40930500,104,3,2
61629,9262452,31,1,17
61630,15950000,64,2,13
61631,13000000,51,2,6
61632,5300000,33,1,7
61633,24500000,64,2,21
61634,26900000,46,2,7
61635,8900000,44,1,9
61636,29700000,72,2,10
61637,17500000,97,3,5
61638,15500000,69,2,2
61639,16660950,47,2,6
61640,7225000,39,1,9
61641,14627525,56,2,13
61642,44842060,83,3,14
61643,16500000,54,2,10
61644,25000000,80,3,14
61645,12980000,58,2,9
61646,20300000,73,3,2
61647,28500000,45,1,6
61648,7332470,27,1,4
61649,21860440,70,3,19
61650,15000000,45,2,12
61651,14500000,38,1,5
61652,13500000,31,1,11
61653,10600000,46,2,2
61654,21437500,87,3,8
61655,24205000,50,2,12
61656,7257592,20,1,20
61657,7885152,44,2,3
61658,17999000,33,1,4
61659,36371160,85,3,20
61660,7300000,40,1,6
61661,14978862,72,4,4
61662,14500000,38,1,2
61663,15000000,43,2,19
61664,7000000,42,1,7
61665,39999000,80,4,6
61666,17284280,56,2,15
61667,13845551,46,2,12
61668,13100000,55,2,11
61669,11300000,37,2,2
61670,12791090,36,2,15
61671,30107876,44,2,10
61672,11823550,52,2,4
61673,17800000,96,4,5
61674,9950000,63,2,2
61675,9750000,60,2,22
61676,7900000,38,1,13
61677,16500000,42,1,15
61678,14500000,55,2,1
61679,5300000,28,1,2
61680,20777400,68,2,7
61681,6700000,32,1,3
61682,47000000,100,3,24
61683,11290000,38,1,3
61684,27000000,100,3,6
61685,8000000,52,2,10
61686,8563333,23,1,18
61687,20905600,55,2,5
61688,39000000,72,3,17
61689,29799000,83,3,23
61690,18900000,53,2,2
61691,23300000,65,2,24
61692,20961460,74,4,10
61693,8500000,38,1,6
61694,33837177,90,3,10
61695,16900000,57,2,4
61696,16300000,36,1,11
61697,15490000,40,1,18
61698,21950000,51,2,4
61699,16800000,76,3,6
61700,46892921,114,3,4
61701,13625622,43,1,5
61702,27500000,86,2,9
61703,32000000,93,3,4
61704,7100000,33,1,1
61705,6100000,31,1,15
61706,23415612,66,2,22
61707,34499000,108,1,16
61708,30404160,78,4,24
61709,9300000,32,1,8
61710,26000000,66,2,6
61711,13700000,61,3,11
61712,14600000,64,3,2
61713,34291575,85,3,28
61714,18500000,44,1,6
61715,6999000,31,1,2
61716,10791343,35,1,3
61717,22146049,58,2,7
61718,21548888,85,4,9
61719,9000000,37,1,12
61720,13000000,60,3,8
61721,10400000,37,1,5
61722,24443141,97,3,5
61723,13106420,38,1,13
61724,29990000,111,4,16
61725,9200000,60,2,15
61726,11531190,25,1,25
61727,12960000,57,2,7
61728,13307931,62,2,11
61729,15000000,45,2,3
61730,14100000,53,2,8
61731,38500000,70,3,5
61732,14600000,64,2,23
61733,15200000,58,2,14
61734,12900000,31,1,6
61735,29147378,64,2,10
61736,17250000,50,1,12
61737,10400000,38,1,13
61738,45503164,84,3,15
61739,7671309,41,1,2
61740,8999000,44,1,14
61741,26400000,84,3,15
61742,11084826,40,1,5
61743,26240888,97,3,22
61744,15860128,62,4,6
61745,17494886,67,3,24
61746,6000000,34,1,22
61747,8663854,21,1,7
61748,16111788,74,3,15
61749,7939467,37,1,23
61750,12200000,44,2,3
61751,19000000,105,4,23
61752,14000000,59,2,5
61753,8000000,33,1,5
61754,9479744,41,1,20
61755,45260000,95,3,17
61756,24780000,46,1,15
61757,14500000,42,2,5
61758,13200000,61,2,14
61759,5950000,26,1,4
61760,4750000,32,1,9
61761,18900000,70,4,11
61762,14000000,44,2,12
61763,19450000,88,3,9
61764,38500000,99,3,15
61765,26800000,78,3,3
61766,8622315,27,1,5
61767,32070000,61,3,17
61768,16470000,49,2,3
61769,9900000,44,1,3
61770,45000000,90,3,7
61771,12654240,64,2,5
61772,20619200,78,3,3
61773,31244240,108,4,4
61774,22850000,60,2,16
61775,10800000,37,2,2
61776,16720010,59,3,14
61777,32890000,62,3,12
61778,25900000,57,2,8
61779,10200000,46,2,4
61780,8600000,60,2,7
61781,30961240,66,2,29
61782,14200000,61,2,2
61783,17800000,92,3,5
61784,7300000,36,1,11
61785,14760186,42,2,27
61786,24959926,81,3,4
61787,27000000,61,2,5
61788,6700000,46,2,6
61789,23899000,80,3,7
61790,9619747,36,1,2
61791,9600000,44,2,6
61792,18218902,45,2,9
61793,28000000,96,5,1
61794,12700000,60,2,21
61795,4700000,32,1,4
61796,7000000,43,2,3
61797,11418227,32,1,7
61798,42802940,96,3,17
61799,24000000,61,2,24
61800,27176800,64,2,11
61801,27100000,75,2,18
61802,16837080,56,2,7
61803,11700000,38,1,5
61804,18200000,60,2,7
61805,20299788,36,2,19
61806,6600000,34,1,6
61807,15867000,77,3,7
61808,41628060,72,2,19
61809,16450000,39,1,5
61810,13700000,37,1,9
61811,25900000,67,2,11
61812,25491443,65,2,10
61813,9990000,56,3,6
61814,14800000,58,3,1
61815,12500000,46,2,7
61816,9950000,45,2,1
61817,12600000,41,1,15
61818,39990000,71,3,3
61819,12200000,58,3,7
61820,16359028,42,1,13
61821,10950000,58,2,24
61822,11500000,38,1,2
61823,22000000,62,3,1
61824,16500000,61,3,4
61825,11700000,44,2,2
61826,23450000,54,2,2
61827,7567904,61,3,3
61828,16900000,80,3,8
61829,9502128,36,1,25
61830,14000000,70,2,4
61831,17695596,41,1,14
61832,30135464,108,2,22
61833,12500000,45,2,3
61834,6200000,42,2,2
61835,6650000,35,1,14
61836,8700000,58,3,3
61837,32347080,54,1,11
61838,12800000,68,3,12
61839,7217096,21,1,11
61840,8900000,57,2,3
61841,32240000,61,3,24
61842,18700000,65,3,5
61843,8800000,50,2,11
61844,26000000,90,2,7
61845,11800000,46,2,1
61846,28000000,80,3,17
61847,14480238,61,3,27
61848,8400000,41,1,15
61849,14000000,62,3,1
61850,21495000,54,3,3
61851,6195000,37,1,2
61852,17590000,47,2,5
61853,9750000,53,2,13
61854,21500000,41,1,14
61855,9400000,58,2,17
61856,9500000,37,2,8
61857,16000000,77,3,9
61858,12100000,45,2,2
61859,17930000,31,1,7
61860,7330987,27,1,2
61861,14950000,40,1,10
61862,30769360,65,2,20
61863,9300000,32,1,7
61864,16836548,84,3,9
61865,13800000,41,2,15
61866,9000000,40,1,3
61867,24500000,64,3,5
61868,22799000,96,3,2
61869,9500000,41,2,5
61870,17578813,43,2,6
61871,11000000,55,2,7
61872,9499000,62,2,1
61873,10900000,32,1,1
61874,27500000,71,3,21
61875,7800000,49,2,4
61876,22500000,37,1,10
61877,7485075,27,1,23
61878,11000000,54,2,5
61879,14001984,66,2,3
61880,9890530,53,2,17
61881,45994740,101,3,11
61882,15500000,41,2,9
61883,12000000,44,1,7
61884,7450000,43,1,18
61885,23000000,89,4,18
61886,16500000,97,3,16
61887,24571003,57,1,17
61888,6650000,31,1,2
61889,26600000,75,3,16
61890,18500000,49,2,3
61891,19500000,90,3,5
61892,12108000,64,2,5
61893,24900000,72,3,27
61894,17700000,49,2,1
61895,19000000,72,3,17
61896,8700000,42,1,6
61897,17500000,71,3,1
61898,19500000,61,3,8
61899,33632460,88,3,9
61900,7500000,49,1,5
61901,14090000,69,2,2
61902,7100000,33,1,8
61903,15300000,65,2,13
61904,15608392,78,3,2
61905,7674975,38,2,5
61906,11350000,39,1,8
61907,33500000,105,4,1
61908,17000000,74,3,6
61909,16664320,37,1,13
61910,9700000,71,4,1
61911,12900000,43,1,10
61912,6190000,35,1,9
61913,21900000,75,3,11
61914,13400000,68,2,2
61915,25000000,85,3,2
61916,9200000,48,2,2
61917,15900000,67,2,15
61918,10665883,35,1,24
61919,15266110,51,1,8
61920,3450000,25,1,1
61921,9000000,32,1,1
61922,8450000,42,1,10
61923,9200000,41,1,2
61924,11490000,42,2,3
61925,9750000,45,2,18
61926,11440000,44,2,6
61927,36200000,63,2,19
61928,8200000,40,1,17
61929,37601600,106,4,14
61930,7918740,33,1,16
61931,19900000,50,1,14
61932,8900000,30,1,6
61933,28799152,58,2,2
61934,8900000,41,1,1
61935,8615795,24,1,9
61936,12500000,60,3,5
61937,37500000,57,3,2
61938,33099288,93,3,25
61939,19500000,78,3,24
61940,6500000,35,1,5
61941,9885670,39,1,24
61942,9400000,31,1,2
61943,7931844,29,1,13
61944,11650000,64,3,4
61945,43206468,55,1,24
61946,20000000,36,1,21
61947,36000000,71,2,4
61948,17679519,42,1,13
61949,4750000,31,1,5
61950,6500000,36,1,2
61951,16300000,54,3,4
61952,22089191,76,2,11
61953,23151900,67,2,3
61954,6885941,51,3,2
61955,8028019,23,1,4
61956,23650785,76,3,7
61957,9659547,45,1,4
61958,13500000,35,1,9
61959,9950000,60,2,20
61960,14500000,57,2,7
61961,15500000,49,2,8
61962,8535811,31,1,14
61963,16000000,37,1,6
61964,46900000,72,3,19
61965,13360724,58,3,11
61966,6649000,32,1,2
61967,7800000,42,1,17
61968,16286092,74,3,13
61969,17700000,70,3,2
61970,19164352,63,2,3
61971,7100000,32,1,5
61972,11500000,83,3,4
61973,18900000,103,3,13
61974,14200000,52,3,7
61975,14600000,76,3,6
61976,12222478,66,2,2
61977,42000000,62,2,5
61978,18300000,75,3,3
61979,16000000,56,2,13
61980,8772999,42,1,2
61981,12200000,61,1,17
61982,17500000,65,2,3
61983,7900000,64,2,13
61984,8500000,52,2,10
61985,26303760,47,1,8
61986,35499990,75,2,2
61987,32999999,95,4,20
61988,7287911,21,1,13
61989,31885444,79,2,6
61990,22500000,92,3,13
61991,12489949,61,3,8
61992,14000000,68,3,5
61993,41681472,69,2,19
61994,15837695,75,4,5
61995,29900000,57,2,5
61996,14500000,77,2,4
61997,8100000,60,3,4
61998,8500000,57,2,12
61999,12700000,30,1,15
62000,18500000,51,2,10
62001,24037524,72,3,13
62002,36218868,79,3,3
62003,7790000,42,1,17
62004,6950000,47,1,8
62005,7700000,32,1,11
62006,12800000,78,3,6
62007,32240000,78,2,5
62008,8500000,63,2,3
62009,17973830,43,1,2
62010,11400000,44,2,4
62011,12500000,39,1,2
62012,8900000,42,1,1
62013,23438730,71,2,3
62014,17500000,74,3,10
62015,15113756,39,2,27
62016,11500000,44,2,5
62017,9500000,70,2,10
62018,20963800,73,3,2
62019,13200000,50,3,9
62020,12341323,37,2,9
62021,14000000,36,1,9
62022,18200000,73,3,2
62023,15600000,58,3,7
62024,16000000,86,3,6
62025,5800000,34,1,17
62026,22543020,48,1,10
62027,15800000,37,1,5
62028,12000000,51,2,7
62029,16850360,51,1,11
62030,11900000,46,2,7
62031,32359386,93,3,28
62032,12000000,24,1,9
62033,34000000,88,3,14
62034,16133600,53,2,15
62035,11950000,41,1,10
62036,14000000,38,1,15
